employee_id,age,experience_years,role,work_hours_per_day,days_worked_per_week,overtime_hours,lunch_break_minutes,coffee_breaks_per_day,punctuality_score,attendance_rate,late_arrivals,biometric_match_score,emails_sent,emails_received,email_response_time,after_hours_emails,meetings_per_week,meeting_hours,meeting_acceptance_rate,declined_meetings,focus_time_hours,messages_sent,messages_received,after_hours_messages,response_time_minutes,reactions_given,status_available_percentage,status_busy_percentage,status_away_percentage,commits_per_week,prs_created,prs_reviewed,code_review_time_hours,pr_merge_rate,avg_pr_size_lines,github_pr_merge_time,tasks_assigned,tasks_completed_per_week,task_completion_rate,overdue_tasks,avg_task_completion_time,hours_logged,projects_active,context_switches_per_day,bugs_reported,bugs_fixed,document_edits,shared_files,work_pattern_consistency,after_hours_activity_ratio,communication_balance,meeting_to_work_ratio,code_commit_consistency,task_velocity,collaboration_score,peer_interaction_frequency,message_after_hours_ratio,email_after_hours_ratio,weekend_work_hours,daily_active_hours,work_life_balance_score,days_off_taken,sick_days,tools_used,tool_switch_frequency,training_hours,documentation_contributions,team_size,one_on_ones_conducted,deliverables_completed,quality_score,average_email_length,average_message_length,sentiment_email_score,sentiment_chat_score,voluntary_contributions,initiative_score,unique_contacts_per_week,cross_team_interactions,code_review_comments_received,refactoring_commits,blocked_time_hours,dependency_wait_time_hours,new_ideas_proposed,experiments_run,avg_first_response_time_hours,response_rate,meeting_preparation_score,meeting_participation_score,interruptions_per_day,deep_work_blocks,concurrent_tasks,task_switching_rate,urgent_tasks_percentage,tasks_completed_early,mentor_hours_per_week,knowledge_base_contributions,process_compliance_score,documentation_quality_score,morning_productivity_score,afternoon_productivity_score,informal_chats_per_week,team_engagement_score,self_directed_work_percentage,decision_making_authority_score,feedback_received_count,feedback_given_count,new_technologies_learned,skill_utilization_score,burnout_risk_score,wellbeing_score,efficiency_score
EMP250,32,6,Designer,8.37,5,1.51,60,1,93.04,91.07,0,96.85,6,31,14.02,1,2,2.55,79.57,0,6.86,18,43,4,5.67,6,72.72,19.31,7.97,0,0,2,1.0,0.0,0,0.0,5,5,100.0,0,9.38,43.88,1,2.37,2,1,13,9,64.34,0.2,2.57,0.3046,0.0,0.1195,5.67,5.2,0.2105,0.1429,0.0,8.67,94.62,0,0,5,69.02,2.56,0,0,0,5.0,94.69,152.17,34.42,76.4,63.16,2,35.44,1,0,0,0,0.2,2.87,1,1,6.65,94.31,56.06,90.26,2,3,1,0.283,18.38,1,0.52,0,83.99,66.61,55.57,69.52,1,25.53,36.74,59.65,1,3,0,76.23,0.2408,79.82,3.99
EMP251,35,11,Senior Developer,9.97,5,2.45,30,3,97.43,69.91,0,95.65,10,52,19.33,0,3,4.1,84.25,0,8.65,20,26,3,13.69,4,57.84,19.17,22.99,13,1,5,6.43,75.88,32,7.75,1,0,0.0,0,7.77,46.94,2,6.48,2,1,6,1,29.3,0.0968,1.82,0.4112,0.63,0.0,3.33,5.8,0.1429,0.0,0.0,10.46,80.34,1,0,4,34.84,0.05,1,0,0,0.5,85.77,168.11,36.44,91.64,42.83,1,39.67,3,1,6,2,0.89,2.09,2,1,12.49,86.58,55.22,49.5,1,4,2,0.6506,10.79,0,0.66,0,61.44,59.58,60.98,69.71,4,61.33,77.31,39.18,1,1,1,64.34,0.3854,75.81,43.96
EMP252,40,1,Developer,8.34,5,2.94,60,2,92.17,78.81,0,94.63,17,28,35.5,2,7,5.66,70.32,2,6.21,58,81,20,17.7,24,74.2,18.6,7.2,3,1,5,3.19,71.01,81,8.79,6,5,83.33,0,30.0,40.79,3,6.79,2,2,8,2,64.54,0.2895,3.22,0.6779,0.87,0.1199,10.33,17.4,0.339,0.1111,0.0,8.93,92.55,0,0,5,60.8,0.01,0,5,5,5.5,87.88,284.39,13.11,56.63,80.8,0,77.04,5,1,7,0,0.04,1.62,0,0,17.37,74.71,14.56,56.52,3,3,1,0.8136,23.86,2,0.0,0,92.52,44.94,73.19,37.69,2,55.49,69.24,76.84,0,1,1,40.87,0.2958,77.06,63.96
EMP253,50,22,Developer,8.96,5,8.27,45,0,90.65,86.89,0,94.49,13,25,18.95,3,3,2.12,79.13,0,7.79,53,89,13,14.18,31,78.35,11.62,10.03,1,1,1,1.15,72.96,103,2.74,2,1,50.0,0,30.0,41.5,1,2.66,0,0,6,1,84.69,0.2388,3.79,0.2367,0.9,0.0223,11.0,17.0,0.2407,0.2143,3.94,10.62,79.06,0,0,4,50.14,0.46,0,0,0,1.5,67.15,100.74,30.95,70.18,68.06,1,55.19,3,1,6,0,0.05,1.03,0,0,11.59,99.16,32.37,56.15,5,3,3,0.2969,16.78,0,0.04,0,83.01,82.06,53.35,59.39,0,82.5,44.69,43.34,1,3,1,75.28,0.3146,76.1,45.83
EMP254,35,4,Manager,10.5,6,4.85,30,1,83.28,95.62,1,88.8,21,48,7.26,6,7,3.56,79.34,1,9.41,9,12,1,10.02,4,62.9,11.24,25.87,0,0,0,0.0,0.0,0,0.0,3,2,66.67,0,14.25,65.95,3,14.88,1,0,7,2,88.64,0.2258,0.41,0.3395,0.0,0.0317,2.0,2.17,0.1,0.2727,0.0,11.31,73.54,2,0,7,55.64,0.11,1,0,0,2.0,67.54,169.29,42.34,78.01,43.1,1,36.71,16,7,0,0,0.36,2.39,1,0,3.79,80.73,43.85,53.92,0,4,2,1.417,37.83,0,0.66,0,90.3,76.02,60.78,43.61,13,69.94,34.12,66.21,3,0,0,65.02,0.5423,68.8,9.03
EMP255,30,5,Manager,8.88,5,4.17,30,2,82.44,96.37,1,95.95,26,30,18.11,4,1,0.52,82.5,0,8.28,32,72,6,6.74,11,81.23,24.17,-5.4,0,0,0,0.0,0.0,0,0.0,6,7,100.0,0,21.63,34.35,1,3.06,2,1,0,1,92.98,0.1695,1.19,0.0589,0.0,0.1577,4.0,8.6,0.1818,0.1481,0.0,9.71,86.29,2,2,5,31.09,0.4,0,0,0,7.0,75.04,126.22,41.69,65.02,76.1,0,41.02,4,1,0,0,0.01,3.2,1,0,12.18,53.32,37.7,80.13,5,4,2,0.3445,14.76,4,0.1,0,80.96,41.31,79.75,49.24,0,60.04,61.0,71.67,1,1,1,49.59,0.1405,77.06,0.0
EMP256,42,8,Manager,8.36,6,2.48,30,2,74.72,88.66,2,86.0,18,21,18.13,2,8,10.38,74.49,2,6.13,28,37,3,29.17,10,77.36,10.99,11.65,0,0,1,0.5,0.0,0,0.0,3,3,100.0,0,30.0,43.62,2,7.8,1,0,0,2,94.88,0.1064,1.47,1.2418,0.0,0.0598,4.33,6.5,0.1034,0.1053,0.0,8.77,93.83,1,0,3,28.38,0.06,1,8,8,3.0,47.8,177.97,14.84,84.71,58.41,0,51.76,10,3,0,0,0.37,2.66,1,0,6.04,67.46,52.54,75.39,1,3,1,0.9338,26.63,0,0.18,0,74.41,83.46,59.97,55.06,1,60.71,36.45,46.61,1,0,0,71.6,0.5,73.55,3.34
EMP257,32,5,Developer,8.36,5,12.65,45,1,89.31,95.7,1,89.17,8,25,11.73,1,4,2.47,58.65,1,7.11,41,73,13,3.29,22,73.86,10.24,15.91,9,2,4,1.44,67.51,26,2.17,2,1,50.0,0,13.59,44.58,3,11.66,2,2,2,0,80.49,0.28,4.56,0.2952,0.65,0.0239,8.67,13.4,0.3095,0.1111,2.67,10.89,76.9,0,1,5,36.38,0.01,0,3,3,2.0,84.72,167.34,47.78,57.64,49.49,3,72.29,2,0,13,2,0.12,0.71,0,1,4.72,46.7,34.39,46.05,3,3,1,1.395,35.45,0,0.56,1,83.13,60.98,56.46,32.0,2,73.17,66.0,30.82,1,2,0,48.89,0.4859,71.45,51.81
EMP258,25,1,Manager,8.04,5,6.84,45,3,86.81,94.46,1,85.34,7,25,2.85,0,1,0.7,74.76,0,7.15,27,64,9,4.29,19,70.88,26.47,2.65,0,0,1,0.5,0.0,0,0.0,6,3,50.0,1,30.0,43.51,2,5.89,1,0,17,0,50.34,0.2571,3.38,0.0871,0.0,0.0747,6.67,9.4,0.3214,0.0,3.59,9.4,88.77,1,1,5,56.22,1.39,1,0,0,3.0,90.43,89.01,23.68,94.41,89.73,3,45.57,20,5,0,0,1.05,0.31,0,1,1.63,78.17,59.97,42.36,2,3,1,0.7335,28.64,1,0.0,0,73.43,76.21,61.67,59.73,7,29.77,57.1,68.24,0,1,0,66.39,0.2585,77.22,8.41
EMP259,45,8,Senior Developer,9.75,6,0.14,45,2,76.04,94.87,2,86.15,4,46,5.68,0,6,7.8,84.61,0,7.7,25,61,4,15.04,13,73.89,12.16,13.95,11,1,2,2.2,68.67,120,1.52,7,5,71.43,0,18.98,61.01,1,2.63,3,2,8,3,65.8,0.1333,5.0,0.8003,0.98,0.0855,6.0,6.67,0.1538,0.0,0.0,9.77,85.8,1,1,4,34.53,1.79,1,0,0,5.5,68.2,119.74,30.31,75.53,81.87,1,30.11,17,7,3,2,0.11,0.82,1,0,3.14,60.92,57.42,34.44,3,3,3,0.2699,24.89,1,0.23,0,38.86,57.05,59.36,88.58,5,40.52,61.69,74.56,2,0,0,82.71,0.5535,68.53,60.29
EMP260,32,10,Tech Lead,10.06,5,4.34,60,2,63.3,81.44,3,88.84,8,22,4.81,0,7,7.02,56.02,3,7.65,23,40,3,15.04,15,50.34,13.75,35.91,13,2,2,1.42,73.78,268,5.26,4,2,50.0,0,9.59,36.73,1,2.25,1,0,10,3,95.95,0.0938,2.56,0.6985,0.69,0.0398,6.67,8.0,0.125,0.0,0.0,10.92,76.61,0,2,4,53.14,0.11,1,0,0,3.0,76.82,251.6,24.37,38.94,67.19,0,69.85,3,1,7,2,0.67,1.24,1,0,2.59,68.61,36.69,33.63,2,3,3,0.2233,29.11,0,0.36,1,64.63,60.59,87.0,28.89,0,81.33,47.03,44.8,0,0,0,83.37,0.5095,72.29,52.18
EMP261,45,20,Developer,8.52,5,2.92,45,2,92.38,78.8,0,96.09,11,39,10.52,1,5,6.85,71.17,1,6.4,49,81,6,24.97,11,69.24,29.74,1.02,13,2,1,0.75,58.76,82,10.71,4,4,100.0,0,27.29,45.58,2,5.68,1,0,13,2,70.18,0.1148,4.08,0.8038,0.78,0.0939,4.67,12.2,0.12,0.0833,0.0,9.11,91.15,0,2,4,58.77,1.32,1,12,12,5.0,75.27,57.37,29.67,68.78,62.64,2,50.45,9,2,10,3,1.44,3.53,0,2,3.23,87.33,74.81,67.47,3,3,2,0.6663,38.48,2,0.55,1,31.05,83.81,73.02,48.56,7,55.16,67.02,22.62,1,1,0,73.39,0.3362,74.94,67.71
EMP262,50,24,Developer,10.08,5,1.79,45,3,61.65,55.93,3,92.77,15,24,24.34,1,5,7.17,80.31,0,7.9,45,93,5,60.9,14,83.06,29.07,-12.13,3,1,3,1.36,69.61,87,16.9,1,0,0.0,0,22.96,47.42,2,6.37,0,0,6,0,76.15,0.0984,2.81,0.7114,0.81,0.0,5.67,12.4,0.1087,0.0625,0.0,10.44,80.47,0,0,6,32.11,0.06,0,0,0,0.5,84.56,66.52,44.44,70.87,75.24,1,40.88,1,0,5,0,0.21,0.81,0,0,12.12,58.35,51.85,53.5,6,3,2,0.6319,30.8,0,0.07,1,86.75,40.87,79.62,60.69,4,76.59,32.36,76.67,0,0,0,52.71,0.5236,70.58,32.7
EMP263,30,4,Developer,9.47,5,0.17,45,2,92.83,98.22,0,86.66,23,23,2.82,5,3,4.03,93.42,0,7.91,30,51,3,4.4,11,72.47,24.04,3.49,37,7,1,0.57,60.65,88,21.61,3,3,100.0,0,8.31,44.49,2,5.76,1,1,4,0,71.48,0.1481,1.25,0.4254,0.79,0.0634,4.0,8.4,0.0968,0.2083,0.0,9.5,87.99,0,0,7,46.02,0.04,0,5,5,6.5,87.97,272.83,40.82,50.09,66.55,3,23.17,6,2,41,10,0.4,4.9,0,0,1.43,78.17,47.14,76.62,3,3,2,0.6084,11.92,1,0.21,0,88.04,33.49,64.88,26.08,2,80.5,41.59,60.64,0,0,0,55.39,0.4355,78.92,88.18
EMP264,32,3,Developer,10.72,5,10.25,45,3,94.9,75.21,0,96.46,5,28,15.67,1,1,1.35,84.23,0,9.69,27,35,8,18.19,4,80.12,24.79,-4.91,3,1,5,1.61,81.1,54,4.69,3,3,100.0,0,7.9,43.86,3,12.49,6,6,1,2,78.18,0.2727,4.5,0.1264,0.79,0.056,3.67,7.2,0.2857,0.1667,6.15,12.77,61.88,2,1,3,42.55,0.12,2,0,0,3.5,57.55,79.85,25.61,54.46,45.19,1,48.37,8,2,6,0,0.52,0.25,3,2,6.8,69.9,59.28,61.35,1,4,3,1.1658,20.59,0,0.0,1,58.52,70.92,80.28,69.54,1,54.43,33.09,64.96,0,0,1,86.21,0.5846,55.92,61.56
EMP265,38,2,Senior Developer,8.65,6,0.17,30,2,79.24,96.91,2,94.56,44,25,8.97,2,5,2.71,94.7,0,7.7,34,64,4,8.13,14,78.78,15.67,5.55,9,2,3,0.99,54.37,81,2.07,5,5,100.0,0,7.11,44.35,2,6.93,3,3,1,3,68.89,0.0759,0.76,0.3134,0.89,0.0963,6.67,8.5,0.1143,0.0444,0.0,8.68,94.56,0,1,4,58.86,1.5,1,0,0,6.0,65.68,110.16,48.2,92.78,65.03,2,42.84,9,2,4,0,0.92,1.58,0,1,4.03,78.52,37.66,77.7,3,3,1,0.8011,30.1,1,0.0,0,58.11,58.2,71.83,49.41,4,60.01,45.69,61.82,3,0,0,71.58,0.2896,80.11,72.5
EMP266,38,1,Developer,7.16,5,4.36,30,0,87.72,96.82,1,90.35,6,22,18.88,1,14,8.1,94.55,0,5.04,8,19,1,10.67,1,84.7,10.72,4.59,6,1,5,1.94,52.73,76,4.25,6,5,83.33,0,17.74,29.28,1,4.0,3,3,9,2,25.98,0.1333,1.14,1.1312,0.85,0.1396,2.67,2.8,0.1111,0.1429,0.0,8.03,99.73,0,1,6,58.76,0.85,1,0,0,5.5,70.4,230.54,21.75,50.71,78.02,1,53.21,2,0,2,1,0.19,1.28,0,2,6.54,74.84,55.33,75.14,1,2,1,0.5589,22.87,2,0.0,0,83.36,81.57,61.51,66.3,6,83.98,60.82,70.38,0,1,0,84.83,0.2796,94.53,59.92
EMP267,30,1,Manager,8.25,5,1.58,45,0,69.28,93.44,3,93.35,7,28,9.48,1,7,5.98,56.58,3,6.3,29,61,7,7.31,24,69.45,21.71,8.84,0,0,0,0.0,0.0,0,0.0,9,7,77.78,0,26.01,30.74,1,3.61,2,2,7,2,88.93,0.2162,3.62,0.7251,0.0,0.1698,8.67,10.6,0.2333,0.125,0.0,8.56,95.5,1,1,4,49.46,0.05,3,0,0,7.0,74.53,253.19,11.37,53.6,81.68,2,50.31,4,1,0,0,1.5,0.64,1,0,4.32,71.15,78.35,72.68,3,3,2,0.4372,18.39,2,0.0,0,46.78,52.88,50.87,48.18,2,72.11,33.49,49.93,0,1,0,75.35,0.3614,82.76,7.97
EMP268,30,8,Designer,6.78,5,4.19,60,1,98.87,99.8,0,89.26,22,18,27.15,1,3,2.54,88.87,0,5.27,11,26,2,7.22,4,61.81,20.29,17.9,0,0,1,0.5,0.0,0,0.0,10,9,90.0,0,12.43,35.47,1,3.87,1,1,7,1,85.65,0.0882,0.48,0.374,0.0,0.2654,2.0,3.2,0.1667,0.0435,0.0,7.62,100.0,1,0,5,29.73,0.06,0,0,0,9.0,76.64,155.38,25.84,77.75,54.86,1,59.19,2,0,0,0,0.22,1.89,0,1,9.31,92.46,42.68,44.69,1,2,3,0.5707,15.21,2,0.79,1,89.0,48.79,71.16,61.37,2,64.69,76.08,59.97,3,2,0,66.57,0.2692,81.97,0.0
EMP269,55,16,Senior Developer,11.49,5,2.61,30,1,90.25,99.64,0,90.5,8,20,23.14,0,2,2.67,44.81,1,10.0,47,93,9,2.89,14,81.09,18.71,0.2,2,1,5,3.57,88.5,83,1.74,10,10,100.0,0,12.42,48.17,1,2.6,3,1,6,2,95.8,0.1607,5.22,0.2326,0.84,0.1741,7.0,13.2,0.1875,0.0,0.0,12.01,67.92,0,2,4,26.89,0.65,1,0,0,10.5,75.98,224.76,31.13,74.82,76.95,3,28.06,2,0,3,0,0.19,3.38,0,0,13.08,97.91,56.96,63.88,4,5,2,0.2262,27.92,3,0.02,0,84.54,54.86,80.51,43.84,0,46.63,67.21,82.87,0,2,0,61.72,0.4718,70.85,78.82
EMP270,38,15,Senior Developer,12.0,5,5.9,45,1,76.77,99.73,2,91.18,4,23,30.7,0,9,4.64,84.42,1,10.0,21,32,3,4.32,12,50.92,20.63,28.46,3,1,0,0.0,80.83,420,12.83,1,0,0.0,0,5.82,47.16,1,4.01,0,0,0,7,70.02,0.1154,4.2,0.3869,0.87,0.0,6.33,6.6,0.1364,0.0,2.94,13.18,58.55,0,1,6,75.24,0.35,0,0,0,0.5,95.28,122.05,10.04,92.05,82.85,4,54.77,3,0,2,0,0.35,0.27,1,1,12.25,83.26,77.8,56.77,1,5,1,0.3345,19.27,0,0.26,0,75.18,56.84,67.92,50.32,2,30.84,39.75,56.68,3,1,0,62.02,0.5407,69.01,37.6
EMP271,38,11,Senior Developer,8.38,5,4.72,60,2,74.48,95.2,2,88.07,10,10,16.05,1,7,7.5,83.6,1,5.88,25,45,5,4.36,5,67.45,15.81,16.75,10,1,4,1.56,78.45,66,4.97,6,5,83.33,0,5.93,36.03,2,9.05,1,0,19,2,99.28,0.1667,2.27,0.8953,0.93,0.1194,3.67,6.8,0.1923,0.0909,0.0,9.32,89.42,0,0,5,59.05,0.1,1,3,3,5.5,78.87,250.7,11.19,60.13,38.75,1,57.77,2,0,6,1,0.14,1.2,0,0,7.31,57.57,39.14,41.47,2,2,3,1.0802,14.67,1,0.26,1,69.14,65.82,78.37,40.88,2,76.5,37.34,43.16,1,1,0,73.4,0.3976,71.47,63.74
EMP272,52,27,Developer,9.11,5,3.31,45,2,74.34,99.95,2,89.29,11,48,11.49,1,0,0.0,72.06,0,8.36,27,51,4,3.15,16,82.79,24.18,-6.97,15,3,0,0.0,89.38,200,22.17,1,0,0.0,0,23.68,46.02,1,2.17,2,1,4,1,85.34,0.1282,2.25,0.0,0.74,0.0,5.67,8.6,0.1429,0.0833,0.0,9.77,85.82,0,0,6,44.86,0.07,1,0,0,1.5,64.95,104.93,31.06,47.54,40.69,3,26.69,8,1,9,3,1.27,1.28,0,1,5.99,98.51,65.99,79.97,4,4,1,0.2376,29.32,0,0.07,1,82.88,84.34,58.65,71.57,4,60.87,56.63,45.11,1,3,0,53.86,0.3169,82.75,46.85
EMP273,32,8,Developer,10.62,5,0.17,60,2,81.74,89.68,1,87.17,27,12,12.03,7,5,6.99,88.32,0,8.22,10,21,2,17.22,7,56.53,26.59,16.88,1,1,1,0.59,95.96,192,34.68,4,2,50.0,0,30.0,56.0,1,4.38,0,0,2,3,72.58,0.2368,0.36,0.6577,0.85,0.0377,3.67,3.6,0.1818,0.25,0.0,10.65,78.76,0,1,7,39.64,0.39,2,5,5,2.5,68.26,101.25,20.11,54.79,64.43,3,52.36,14,3,2,0,0.35,2.32,1,0,8.36,83.44,61.28,37.85,1,4,1,0.4123,28.26,0,0.2,0,65.96,81.81,39.34,67.99,3,16.69,30.73,53.29,1,0,2,56.86,0.4458,58.19,44.47
EMP274,35,9,Manager,7.26,5,4.32,45,2,89.11,89.1,1,85.58,7,37,6.45,1,5,6.23,68.3,1,5.26,40,58,13,20.24,20,73.1,16.99,9.92,0,0,1,0.5,0.0,0,0.0,2,1,50.0,0,17.85,32.54,3,8.35,2,2,4,2,74.57,0.2917,5.0,0.8584,0.0,0.0276,7.67,12.2,0.3171,0.125,0.0,8.12,99.04,0,0,5,58.08,0.24,0,0,0,1.0,73.22,232.28,21.79,87.5,56.92,3,76.98,1,0,0,0,0.13,2.25,0,0,4.32,88.66,51.92,86.15,4,2,2,1.1507,35.91,0,0.02,0,94.5,55.25,57.11,52.87,2,86.34,71.28,74.83,1,2,0,50.45,0.4199,83.07,8.85
EMP275,45,9,Senior Developer,7.68,5,7.75,45,3,76.41,69.88,2,91.79,58,37,14.14,3,13,18.73,97.65,0,3.18,51,88,13,7.27,34,52.81,17.76,29.43,10,3,5,6.25,69.66,185,1.03,6,5,83.33,0,30.0,26.96,2,8.54,3,4,5,4,90.6,0.1455,0.86,2.4387,0.68,0.1302,14.33,18.0,0.25,0.0508,2.11,9.23,90.18,0,0,6,48.4,0.6,1,0,0,6.5,82.98,237.54,42.13,57.18,79.43,1,62.8,9,3,12,2,0.1,5.93,1,0,6.02,86.87,63.67,88.32,5,1,1,1.1126,32.02,1,0.76,0,75.47,71.91,89.41,70.48,5,51.98,65.16,68.98,1,2,1,61.25,0.8836,51.03,44.57
EMP276,28,5,Developer,9.21,5,5.9,45,0,75.19,83.6,2,85.18,9,35,10.19,1,3,2.98,73.51,0,7.86,31,66,8,23.32,19,67.64,19.11,13.25,5,1,4,2.59,53.22,20,3.88,1,0,0.0,0,3.98,43.31,2,7.16,1,1,9,4,75.12,0.2195,3.1,0.3242,0.7,0.0,9.0,10.8,0.25,0.1,2.79,10.39,80.91,0,0,6,82.48,0.38,0,0,0,0.5,73.64,78.5,46.78,85.53,64.0,0,44.05,1,0,4,1,1.13,1.29,1,1,5.81,75.63,38.91,23.07,4,3,2,0.7779,38.12,0,0.0,0,64.89,58.35,84.23,41.81,0,72.41,78.94,65.44,1,1,0,88.67,0.3409,73.04,36.27
EMP277,38,9,Developer,7.59,6,5.45,45,2,99.42,92.07,0,97.81,9,21,4.66,1,8,6.8,78.12,1,5.71,21,30,2,8.25,8,82.5,25.26,-7.75,1,1,2,1.14,47.53,99,1.78,3,1,33.33,0,16.0,37.58,1,3.98,1,0,11,5,64.58,0.0968,2.1,0.8954,0.83,0.022,5.0,5.17,0.0909,0.1,1.63,8.5,96.0,1,1,5,52.83,1.08,0,0,0,1.5,77.14,119.49,19.38,58.5,87.69,1,57.0,8,3,2,0,1.0,0.28,0,0,3.0,85.02,38.59,70.62,1,2,1,0.5246,16.85,0,0.12,1,84.59,54.71,73.55,32.13,3,38.03,33.52,83.48,0,2,0,58.95,0.2912,76.13,36.13
EMP278,35,9,Developer,8.49,5,3.44,30,1,87.83,90.74,1,90.05,25,46,25.8,4,6,8.63,84.75,0,6.27,27,33,4,4.85,10,67.84,25.36,6.8,2,1,2,1.73,84.44,132,4.55,4,2,50.0,0,14.07,46.42,3,11.15,0,0,2,5,57.15,0.1509,1.04,1.0162,0.93,0.0471,5.67,7.8,0.1429,0.1538,0.0,9.18,90.54,0,0,5,73.63,0.26,1,0,0,2.5,67.95,131.41,16.46,58.17,56.86,1,59.43,9,4,6,0,0.64,0.78,0,0,16.64,94.08,78.52,47.06,1,3,2,1.3124,32.02,0,0.04,1,92.14,62.04,63.26,53.02,1,65.44,34.04,59.3,2,0,0,68.4,0.5485,72.42,40.9
EMP279,45,15,Senior Developer,9.5,5,3.31,30,1,91.43,77.9,0,87.36,24,50,7.39,2,3,3.25,67.34,0,8.35,39,61,12,1.32,21,58.72,18.18,23.1,13,1,2,2.83,86.47,159,2.03,2,2,100.0,0,5.99,41.87,1,4.49,5,3,3,3,57.04,0.2188,1.56,0.3425,0.68,0.0421,8.67,12.4,0.3,0.08,0.0,10.16,82.73,3,0,5,58.01,1.11,4,0,0,2.5,79.55,111.58,32.2,91.66,78.36,1,45.62,6,2,7,3,0.83,0.23,0,0,2.33,92.82,23.2,70.22,2,4,2,0.4727,39.56,0,0.24,1,60.67,78.48,36.07,53.78,1,79.51,74.96,42.87,0,1,0,62.31,0.3455,79.14,68.87
EMP280,45,18,Developer,7.72,5,0.86,45,2,95.06,86.36,0,98.68,6,71,5.12,0,4,4.02,68.35,1,6.16,65,132,16,8.62,48,66.25,20.36,13.39,20,2,1,0.32,68.15,122,28.4,6,7,100.0,0,30.0,30.72,1,2.17,1,1,4,1,82.02,0.2222,9.29,0.521,0.98,0.1814,16.67,22.8,0.2424,0.0,0.0,7.89,100.0,0,0,6,55.98,0.88,0,0,0,8.0,93.13,275.15,22.15,76.4,76.88,1,57.93,8,2,7,4,2.2,0.57,1,0,3.27,86.18,50.65,42.89,6,3,4,0.2806,27.84,3,0.51,1,61.79,53.9,35.83,53.59,4,58.72,53.91,22.05,1,0,0,47.93,0.2904,85.1,90.39
EMP281,40,14,Senior Developer,9.16,5,1.1,45,3,67.17,93.37,3,96.67,29,9,7.65,5,3,2.81,82.13,0,7.85,66,143,12,2.32,26,73.96,26.38,-0.34,2,1,1,0.94,89.35,153,8.48,1,1,100.0,0,30.0,49.51,3,9.31,2,1,2,3,69.36,0.1771,2.2,0.3063,0.97,0.0218,10.0,18.6,0.1791,0.1667,0.0,9.38,88.96,0,1,5,59.76,0.47,2,0,0,1.5,80.0,240.7,40.48,81.58,47.35,0,53.58,2,0,4,0,1.15,2.56,2,0,5.24,96.43,90.37,29.19,10,3,3,1.0159,19.36,0,0.41,0,48.28,54.46,78.09,55.89,1,58.03,64.9,45.6,2,3,0,73.19,0.4223,73.74,59.74
EMP282,35,4,Developer,8.72,6,10.83,30,0,83.83,95.69,1,85.54,7,49,5.53,1,9,9.99,79.53,1,6.55,47,70,12,6.33,21,50.26,19.01,30.73,2,1,3,3.47,71.57,90,15.89,5,5,100.0,0,16.41,41.25,1,4.0,2,2,4,5,29.31,0.2364,5.88,1.1456,0.8,0.0956,9.67,11.83,0.25,0.125,3.45,10.52,79.8,0,1,4,37.9,0.19,1,0,0,5.5,86.53,248.02,21.07,64.98,61.08,2,31.68,2,0,7,0,0.35,1.24,0,1,3.26,84.58,49.63,52.19,4,3,2,0.4584,14.97,2,1.24,0,98.46,68.42,73.82,49.41,5,50.72,64.15,42.72,1,0,0,96.73,0.5027,64.65,57.26
EMP283,38,16,Senior Developer,8.93,5,3.36,45,0,87.42,96.18,1,86.06,17,42,9.76,1,0,0.0,48.41,0,8.18,21,49,2,11.58,19,57.27,28.73,14.0,9,2,4,5.09,94.53,111,19.18,11,5,45.45,1,30.0,48.45,1,2.7,2,1,9,8,78.83,0.0769,1.17,0.0,0.71,0.112,10.33,8.8,0.0909,0.0556,0.0,9.6,87.19,1,0,5,34.42,0.2,0,5,5,6.0,46.73,157.18,34.77,68.6,79.92,0,77.5,12,5,15,0,0.23,1.68,0,1,3.31,81.73,57.91,81.22,3,4,2,0.3024,39.41,1,0.0,0,91.15,62.94,37.72,51.34,4,45.58,60.28,36.25,0,0,0,76.21,0.1175,93.69,63.14
EMP284,38,8,QA Engineer,7.56,5,0.24,45,1,73.54,89.98,2,96.12,14,33,7.05,1,7,8.9,65.23,2,5.03,37,57,11,8.85,19,66.02,28.39,5.58,0,0,2,1.0,0.0,0,0.0,5,2,40.0,0,17.99,39.09,1,3.28,3,3,5,5,75.9,0.2308,2.47,1.1778,0.0,0.0529,8.67,11.6,0.2895,0.0667,0.0,7.61,100.0,1,0,7,37.08,0.01,2,8,8,2.0,94.8,234.61,34.92,71.71,66.96,1,42.67,7,3,0,0,0.22,1.57,0,0,3.88,83.96,73.24,83.95,2,2,3,0.4337,22.97,0,0.81,0,95.61,60.64,35.49,44.3,0,69.48,46.48,71.69,0,5,0,29.62,0.2555,83.26,6.59
EMP285,30,7,Designer,10.23,5,0.39,45,0,67.52,96.54,3,93.4,18,97,6.03,0,3,2.21,59.94,1,9.04,29,67,9,8.35,15,70.99,27.25,1.76,0,0,0,0.0,0.0,0,0.0,2,1,50.0,0,6.71,42.87,1,2.12,4,3,1,0,54.97,0.1875,1.53,0.2159,0.0,0.0196,5.0,8.8,0.3,0.0,0.0,10.31,81.54,1,1,5,32.52,1.41,0,0,0,1.0,61.58,169.28,17.68,60.32,55.14,1,41.02,10,2,0,0,0.16,9.06,0,2,2.92,76.35,51.95,67.67,4,4,1,0.2069,23.6,0,0.15,0,74.33,63.66,85.34,42.47,3,74.08,62.57,46.75,1,0,0,53.88,0.3157,82.84,1.32
